fileName,Longest Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
matthew_lenhart_001_1_1.pst.103.xls,OP.Power Desk Daily Price:B7,292,3,1,3,1
david_delainey_000_1_2.pst.134.xls,balance sheet:I3,389,21,0,21,0
larry_may_000_1_1.pst.114.xls,curves:G2,421,1,0,1,0
vkaminski_000_1_1_1.pst.317.xls,volatility:H704,305,3,0,3,0
dutch_quigley_000_1_1.pst.210.xls,Opt:B10,340,1,0,1,0
don_baughman_000_1_1.pst.202.xls,8-1:C38,1295,37,0,21,0
robin_rodrigue_000_1_1.pst.53.xls,PrudCalc:AD7,243,0,0,0,0
mary_fischer_000_1_1.pst.140.xls,Curtailment Periods - Hourly:I39,302,10,0,9,0
louise_kitchen_000_1_1_1_1.pst.246.xls,Cost Cancel Details:D108,3679,460,5,460,5
louise_kitchen_000_1_1_1_1.pst.252.xls,Cost Cancel Details:D108,3170,460,4,460,4
vkaminski_003_1_1_1.pst.73.xls,CurveCreator:A4,1603,1,0,1,0
joe_stepenovitch_000_1_1.pst.15.xls,DATA:S537,49,2,0,2,0
john_griffith_000_1_1.pst.146.xls,FGT Z2 Supply:B10,2596,69,0,69,0
vkaminski_000_1_1_1.pst.173.xls,LEAD:B3505,328,7,0,5,0
daren_farmer_000_1_1.pst.1131.xls,Oct :Q16,280,11,0,11,0
vkaminski_001_1_2_1.pst.100.xls,Forward Curves:F98,222,36,0,36,0
fletcher_sturm_000_1_1.pst.44.xls,Mar01:E2,3023,1,0,1,0
vkaminski_001_1_2_1.pst.98.xls,Expiration Dates:D30,238,6,0,2,0
andy_zipper_000_1_1.pst.28.xls,DD-EGL:P29,941,3,0,3,0
chris_germany_000_1_2.pst.1046.xls,Sheet2:K55,4611,63,1,32,1
don_baughman_000_1_1.pst.193.xls,Sheet1:C38,401,37,0,21,1
chris_germany_000_1_2.pst.163.xls,Special Pricing:A327,226,7,0,6,0
john_griffith_000_1_1.pst.147.xls,FGT Z2 Supply:B10,2492,69,1,69,1
louise_kitchen_000_1_1_1_1.pst.247.xls,Cost Cancel Details:D108,3149,460,5,460,5
craig_dean_000_1_1.pst.35.xls,2CSC3ZONES 01SUM1 BASE CASE:H4780,371,2,0,1,1
chris_germany_000_1_1_1.pst.84.xls,Total Reqs:J11,1003,251,2,251,2
darron_c_giron_000_1_1_1.pst.194.xls,PRD Location_Def:H3819,743,2,0,2,0
harry_arora_000_1_1.pst.12.xls,Gas Curves:BV2,561,0,0,0,0
john_arnold_000_1_2.pst.326.xls,model1:P19,671,8,0,8,0
harry_arora_000_1_1.pst.130.xls,WorkingData:Q5,5430,4,0,2,0
don_baughman_000_1_1.pst.150.xls,Sheet1:C38,401,37,0,21,0
matthew_lenhart_000_1_1.pst.1.xls,Power Curve:A1,1060,5,0,5,0
matthew_lenhart_001_1_1.pst.145.xls,OP.Power Desk Daily Price:B7,264,3,0,3,0
kim_ward_000_1_2.pst.383.xls,July 17 Supply Price:A3,127,1,0,1,0
benjamin_rogers_000_1_1.pst.105.xls,STRIPS:C1,2813,2,0,1,0
lindy_donoho_000_1_1_1.pst.11.xls,WOT by Month thru 2010:DU7,505,2,0,2,0
andy_zipper_000_1_1.pst.78.xls,DD-EGL:P29,146,3,0,3,0
andy_zipper_000_1_1.pst.167.xls,Deal Detail:K23,110,3,0,1,0
don_baughman_000_1_1.pst.144.xls,Sheet1:C38,472,37,0,21,0
don_baughman_000_1_1.pst.101.xls,Sheet1:C38,455,37,0,21,0
larry_campbell_000_1_1.pst.502.xls,Sheet1:C38,497,37,1,21,1
don_baughman_000_1_1.pst.187.xls,Sheet1:C38,479,37,0,21,0
vkaminski_001_1_2_1.pst.62.xls,5b. 7.3:D4,6279,1042,13,1042,14
andy_zipper_000_1_1.pst.84.xls,DD-EGL:P29,965,3,0,3,0
chris_germany_000_1_2.pst.208.xls,Jan 01 trial:AB14,3474,0,0,0,0
paul_y'barbo_000_1_1.pst.127.xls,Duke 500621:H12,202,32,0,30,0
vkaminski_001_1_2_1.pst.159.xls,Escalation:L13,611,1,0,1,0
stacey_white_000_1_1.pst.279.xls,BRA Power:A6,2258,28,0,27,0
matthew_lenhart_001_1_1.pst.173.xls,OP.Power Desk Daily Price:B7,271,3,0,3,0
john_arnold_000_1_2.pst.354.xls,Position:M4,143,8,0,7,0
robin_rodrigue_000_1_1.pst.199.xls,Months:F4,156,4,0,4,0
vkaminski_000_1_1_1.pst.23.xls,Aux:H5,627,1,0,1,0
john_lavorato_001_1_1_1.pst.94.xls,CP Trade Data:F2,3155,8,0,6,0
darron_c_giron_002_1_1_1.pst.157.xls,30 Year:A4,112,10,0,8,0
thomas_martin_000_1_1_1.pst.194.xls,Physical Non EOL (2):B3,177,5,0,5,0
joe_parks_000_1_1.pst.296.xls,Data:J2,217,2,0,1,0
andy_zipper_000_1_1.pst.81.xls,DD-EGL:P29,153,3,0,3,0
tracy_geaccone_000_1_1.pst.198.xls,EREC-EREC4:E70,533,70,0,70,0
joe_parks_000_1_1.pst.121.xls,Permian Matrix:A113,357,105,0,31,0
john_griffith_000_1_1.pst.26.xls,Sheet1:E11,704,5,0,5,0
cooper_richey_000_1_1.pst.30.xls,DATA:F38,82,2,0,1,0
andy_zipper_000_1_1.pst.73.xls,DD-EGL:P29,121,3,0,3,0
jonathan_mckay_000_1_1.pst.113.xls,Normals:C3,293,1,0,1,0
mike_grigsby_000_1_1_1.pst.108.xls,Curves:A1,2027,87,1,87,1
benjamin_rogers_001_1_1.pst.34.xls,Wilton:Y135,389,28,1,28,1
larry_may_000_1_1.pst.311.xls,WEST GAMMA:B3,1748,150,0,1,0
robin_rodrigue_000_1_1.pst.133.xls,Alberta Curve:D9,327,3,0,2,0
matthew_lenhart_001_1_1.pst.96.xls,OP.Power Desk Daily Price:B7,279,3,1,3,1
gerald_nemec_000_1_1.pst.11.xls,Cash Flows:B47,590,3011,34,3011,35
vkaminski_000_1_1_1.pst.281.xls,Expiration Dates:D30,240,6,0,2,0
vkaminski_000_1_1_1.pst.176.xls,ALUMINUM_S:B3505,334,7,0,5,0
jane_tholt_000_1_1.pst.18.xls,Assign To West Contracts:G47,400,101,1,98,1
don_baughman_000_1_1.pst.147.xls,Sheet1:C38,397,37,0,21,0
darron_c_giron_000_1_1_1.pst.165.xls,Run Query:D25,142,1,0,1,0
andy_zipper_000_1_1.pst.65.xls,DD-EGL:P10,126,4,0,4,0
benjamin_rogers_001_1_1.pst.50.xls,Debt:E160,578,1139,11,1118,12
stacey_white_000_1_1.pst.300.xls,BRA Power:A6,2319,28,1,27,1
lindy_donoho_000_1_1_1.pst.142.xls,WOT by Month thru 2010:DU7,341,2,0,2,0
darron_c_giron_002_1_1_1.pst.149.xls,Carley-Custodial:F6,527,77,1,75,1
benjamin_rogers_000_1_1.pst.57.xls,Gas Curves:BV2,683,0,0,0,0
andy_zipper_000_1_1.pst.88.xls,DD-EGL:P29,839,3,0,3,0
vkaminski_001_1_2_1.pst.36.xls,RMPM-Whole:I12,1860,469,3,466,3
cooper_richey_000_1_1.pst.29.xls,Results:K40,138,2,0,1,0
don_baughman_000_1_1.pst.178.xls,Sheet1:C38,456,37,0,21,0
