fileName,Max Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
louise_kitchen_001_1_1_1.pst.364.xls,West Power Origination:M21,59,54,1,54,1
benjamin_rogers_001_1_1.pst.27.xls,Wheatland:Z66,104,46,0,45,0
mark_haedicke_000_1_2.pst.31.xls,Off-Balance Sheet:S3,2339,16611,1631,16610,1650
john_griffith_000_1_1.pst.1000.xls,Spread Option:A11,156,95,1,80,1
matthew_lenhart_000_1_1.pst.65.xls,DA-ties:V84,754,2,0,2,0
errol_mclaughlin_jr_000_1_1.pst.71.xls,CC 103833 - Headcount:B31,123,208,3,208,3
kim_ward_000_1_2.pst.428.xls,Sales:C9,200,1986,26,508,27
tracy_geaccone_000_1_1.pst.306.xls,WESTCompare0201:AP7,631,0,0,0,0
john_hodge_000_1_1.pst.198.xls,load Info:L1070,312,8,0,4,0
chris_germany_000_1_1_1.pst.99.xls,Total Reqs:J69,116,251,4,251,4
vkaminski_001_1_2_1.pst.61.xls,3a. GBM :H7,664,4381,278,4381,281
tracy_geaccone_000_1_1.pst.197.xls,EREC-EREC4:E33,125,86,1,86,1
joe_parks_000_1_1.pst.315.xls,Leg2:F3,925,2536,67,2526,69
kevin_ruscitti_000_1_1.pst.155.xls,03_20_00AM:BT499,243,0,0,0,0
don_baughman_000_1_1.pst.138.xls,Sheet1:C20,138,37,1,21,1
errol_mclaughlin_jr_000_1_1.pst.133.xls,Surety Bond Annuity:B11,1243,8649,223,8640,229
vladi_pimenov_000_1_1.pst.73.xls,Sheet1:C1,100,3948,63,3948,67
andy_zipper_000_1_1.pst.62.xls,DD-ENA:F500,78,8,0,8,0
andy_zipper_000_1_1.pst.146.xls,TRANSACTIONSUMMARYREPORT -1:N4780,1397,9,1,4,1
benjamin_rogers_000_1_1.pst.169.xls,Maine Thermal:D100,808,695,12,695,13
matthew_lenhart_001_1_1.pst.103.xls,OP.Power Desk Daily Price:B7,106,61,1,61,1
david_delainey_000_1_2.pst.134.xls,balance sheet:I4,133,123,1,123,1
larry_may_000_1_1.pst.114.xls,SWAPS PAGE:P2,402,173,3,173,3
vkaminski_000_1_1_1.pst.317.xls,volatility:G595,335,67,1,67,1
dutch_quigley_000_1_1.pst.210.xls,Swap:D11,1061,364,14,353,14
don_baughman_000_1_1.pst.202.xls,8-1:C20,477,37,0,21,0
robin_rodrigue_000_1_1.pst.53.xls,PrudCalc:AD7,78,0,0,0,0
mary_fischer_000_1_1.pst.140.xls,Curtailment Periods - Hourly:Z24,88,477,7,476,8
louise_kitchen_000_1_1_1_1.pst.246.xls,Cost Cancel Details:C58,376,667,10,667,11
louise_kitchen_000_1_1_1_1.pst.252.xls,Cost Cancel Details:C58,382,667,10,667,11
vkaminski_003_1_1_1.pst.73.xls,SpotCurves:F4,2571,4347,203,4342,205
joe_stepenovitch_000_1_1.pst.15.xls,DATA:F1380,44,3,0,1,0
john_griffith_000_1_1.pst.146.xls,FGT Z2 Supply:B10,1962,8313,363,8303,369
vkaminski_000_1_1_1.pst.173.xls,LEAD:B3288,613,7,0,5,0
daren_farmer_000_1_1.pst.1131.xls,Mar:I16,124,142,2,142,2
vkaminski_001_1_2_1.pst.100.xls,Forward Curves:C8,187,4080,112,4080,115
fletcher_sturm_000_1_1.pst.44.xls,Mar01:C62,660,159,3,157,3
vkaminski_001_1_2_1.pst.98.xls,Expiration Dates:F9,396,1077,20,1077,20
andy_zipper_000_1_1.pst.28.xls,TRANSACTIONSUMMARYREPORT -1:N4780,1353,9,0,4,0
chris_germany_000_1_2.pst.1046.xls,Sheet2:K231,597,127,2,126,2
don_baughman_000_1_1.pst.193.xls,Sheet1:C20,125,37,1,21,1
chris_germany_000_1_2.pst.163.xls,gatherco:J3,213,1132,14,1132,23
john_griffith_000_1_1.pst.147.xls,FGT Z2 Supply:B10,2074,8313,215,8303,221
louise_kitchen_000_1_1_1_1.pst.247.xls,Cost Cancel Details:C58,257,667,11,667,12
craig_dean_000_1_1.pst.35.xls,SelfServeLoads:D24,575,15,0,15,0
chris_germany_000_1_1_1.pst.84.xls,Total Reqs:J65,128,251,4,251,4
darron_c_giron_000_1_1_1.pst.194.xls,PRD Location_Def:K3439,1375,2,0,2,0
harry_arora_000_1_1.pst.12.xls,Gas Curves:BV2,497,0,0,0,0
john_arnold_000_1_2.pst.326.xls,model3:C20,421,2925,60,2925,62
harry_arora_000_1_1.pst.130.xls,WorkingData:E3,3880,4613,16362,4613,16365
don_baughman_000_1_1.pst.150.xls,Sheet1:C20,125,37,1,21,1
matthew_lenhart_000_1_1.pst.1.xls,Power Curve:J5,702,18030,728,18030,750
matthew_lenhart_001_1_1.pst.145.xls,OP.Power Desk Daily Price:B7,107,61,0,61,0
kim_ward_000_1_2.pst.383.xls,Sales:C9,82,1986,28,508,28
benjamin_rogers_000_1_1.pst.105.xls,STRIPS:W25,1794,115,1,115,1
lindy_donoho_000_1_1_1.pst.11.xls,WOT by Month thru 2010:H32,173,225,3,216,3
andy_zipper_000_1_1.pst.78.xls,DD-ENA:F500,62,8,0,8,0
andy_zipper_000_1_1.pst.167.xls,Deal Detail:B9,64,639,7,1,7
don_baughman_000_1_1.pst.144.xls,Sheet1:C20,107,37,1,21,1
