fileName,Longest Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
tracy_geaccone_000_1_1.pst.197.xls,EREC-EREC4:E70,110,70,1,70,1
joe_parks_000_1_1.pst.315.xls,Monthly Value:D14,721,25,0,25,0
kevin_ruscitti_000_1_1.pst.155.xls,03_20_00AM:X531,227,1,0,1,0
don_baughman_000_1_1.pst.138.xls,Sheet1:C38,113,37,1,21,1
errol_mclaughlin_jr_000_1_1.pst.133.xls,Surety Bond Annuity:B11,942,8649,219,8640,226
vladi_pimenov_000_1_1.pst.73.xls,Price Sheet:B3,96,69,1,16,1
andy_zipper_000_1_1.pst.62.xls,DD-EGL:P29,70,3,0,3,0
andy_zipper_000_1_1.pst.146.xls,DD-EGL:P29,966,3,0,3,0
benjamin_rogers_000_1_1.pst.169.xls,ENA_Debt:B54,512,366,7,364,7
matthew_lenhart_001_1_1.pst.103.xls,OP.Power Desk Daily Price:B7,190,61,0,61,0
david_delainey_000_1_2.pst.134.xls,balance sheet:I3,122,123,1,123,1
larry_may_000_1_1.pst.114.xls,curves:G2,132,53,1,1,1
vkaminski_000_1_1_1.pst.317.xls,volatility:H704,309,34,0,3,0
dutch_quigley_000_1_1.pst.210.xls,Opt:B10,314,294,3,1,3
don_baughman_000_1_1.pst.202.xls,8-1:C38,348,37,1,21,1
robin_rodrigue_000_1_1.pst.53.xls,PrudCalc:AD7,72,0,0,0,0
mary_fischer_000_1_1.pst.140.xls,Curtailment Periods - Hourly:I39,123,11,0,9,0
louise_kitchen_000_1_1_1_1.pst.246.xls,Cost Cancel Details:D108,281,461,5,461,6
louise_kitchen_000_1_1_1_1.pst.252.xls,Cost Cancel Details:D108,267,461,6,461,6
vkaminski_003_1_1_1.pst.73.xls,CurveCreator:A4,1383,157,2,1,2
joe_stepenovitch_000_1_1.pst.15.xls,DATA:S537,38,2,0,2,0
john_griffith_000_1_1.pst.146.xls,FGT Z2 Supply:B10,1516,8313,186,8303,193
vkaminski_000_1_1_1.pst.173.xls,LEAD:B3505,440,7,0,5,0
daren_farmer_000_1_1.pst.1131.xls,Oct :Q16,112,127,2,127,2
vkaminski_001_1_2_1.pst.100.xls,Forward Curves:F98,120,36,0,36,0
fletcher_sturm_000_1_1.pst.44.xls,Mar01:E2,322,30,0,1,0
vkaminski_001_1_2_1.pst.98.xls,Expiration Dates:D30,267,6,1,2,1
andy_zipper_000_1_1.pst.28.xls,DD-EGL:P29,936,3,0,3,0
chris_germany_000_1_2.pst.1046.xls,Sheet2:K55,518,63,1,32,1
don_baughman_000_1_1.pst.193.xls,Sheet1:C38,111,37,0,21,0
chris_germany_000_1_2.pst.163.xls,Special Pricing:A327,118,8,0,8,0
john_griffith_000_1_1.pst.147.xls,FGT Z2 Supply:B10,1464,8313,203,8303,209
louise_kitchen_000_1_1_1_1.pst.247.xls,Cost Cancel Details:D108,240,461,6,461,7
craig_dean_000_1_1.pst.35.xls,2CSC3ZONES 01SUM1 BASE CASE:H4780,354,2,0,1,0
chris_germany_000_1_1_1.pst.84.xls,Total Reqs:J11,110,251,4,251,4
darron_c_giron_000_1_1_1.pst.194.xls,PRD Location_Def:H3819,784,2,0,2,0
harry_arora_000_1_1.pst.12.xls,Gas Curves:BV2,367,0,0,0,0
john_arnold_000_1_2.pst.326.xls,model1:P19,285,815,11,815,11
harry_arora_000_1_1.pst.130.xls,WorkingData:Q5,2808,4610,11698,4610,11702
don_baughman_000_1_1.pst.150.xls,Sheet1:C38,114,37,0,21,0
matthew_lenhart_000_1_1.pst.1.xls,Power Curve:A1,625,824,11,824,11
matthew_lenhart_001_1_1.pst.145.xls,OP.Power Desk Daily Price:B7,95,61,0,61,1
kim_ward_000_1_2.pst.383.xls,July 17 Supply Price:A3,76,36,0,1,0
benjamin_rogers_000_1_1.pst.105.xls,STRIPS:C1,1786,31,0,1,0
lindy_donoho_000_1_1_1.pst.11.xls,WOT by Month thru 2010:DU7,155,2,0,2,0
andy_zipper_000_1_1.pst.78.xls,DD-EGL:P29,65,3,0,3,0
andy_zipper_000_1_1.pst.167.xls,Deal Detail:K23,66,3,1,1,1
don_baughman_000_1_1.pst.144.xls,Sheet1:C38,120,37,1,21,1
don_baughman_000_1_1.pst.101.xls,Sheet1:C38,111,37,1,21,1
larry_campbell_000_1_1.pst.502.xls,Sheet1:C38,97,37,0,21,0
don_baughman_000_1_1.pst.187.xls,Sheet1:C38,115,37,1,21,1
vkaminski_001_1_2_1.pst.62.xls,5b. 7.3:D4,1613,29029,614,29029,643
